id,claim,label,supporting_facts,challenge
45987,"Chris Weitz have five Documentaries includes Cinderella (2002), American Pie (2007), New Moon (2012) and About a Boy (2013).",REFUTES,Chris Weitz_sentence_1|context:Chris Weitz_sentence_1:Chris Weitz_title,Other
70642,"The Military Ocean Terminal at Bayonne was controlled by the United States, and under construction from 1939–1942 and in use from 1945-1999.",REFUTES,"Military Ocean Terminal at Bayonne_cell_0_5_1|context:Military Ocean Terminal at Bayonne_cell_0_5_1:Military Ocean Terminal at Bayonne_title
Military Ocean Terminal at Bayonne_header_cell_0_5_0
Military Ocean Terminal at Bayonne_header_cell_0_3_0",Numerical Reasoning
60552,"In 2014-2015, Miliam Guerrib (born on November 5, 1985) had played with the FC Wels, an Austrian association football club founded in 2003 by the merger of the traditional clubs SK Eintracht Wels and FC Union Wels.",SUPPORTS,"Miliam Guerrib_cell_0_2_1
Miliam Guerrib_cell_0_26_1
FC Wels_sentence_0|context:Miliam Guerrib_cell_0_2_1:Miliam Guerrib_title
Miliam Guerrib_header_cell_0_2_0
Miliam Guerrib_header_cell_0_0_0|Miliam Guerrib_cell_0_26_1:Miliam Guerrib_title
Miliam Guerrib_header_cell_0_26_0
Miliam Guerrib_header_cell_0_11_0|FC Wels_sentence_0:FC Wels_title",Multi-hop Reasoning
35366,Teldenia helena is a moth first described in 1967 by Wilkinson.,SUPPORTS,"Teldenia helena_sentence_0
Teldenia helena_sentence_1|context:Teldenia helena_sentence_0:Teldenia helena_title|Teldenia helena_sentence_1:Teldenia helena_title",Other
47794,Poganovo monastery was established in 2000 and was dedicated to Saint John Paul II.,REFUTES,"Poganovo Monastery_cell_0_4_1|context:Poganovo Monastery_cell_0_4_1:Poganovo Monastery_title
Poganovo Monastery_header_cell_0_4_0
Poganovo Monastery_header_cell_0_0_0",Other
53910,"John Winans was a candidate of the General election, November 4, 1873 and lost with 741 votes.",REFUTES,"John Winans_cell_1_2_2
John Winans_cell_1_2_3
John Winans_table_caption_1
John Winans_cell_1_3_2
John Winans_cell_1_3_3|context:John Winans_cell_1_2_2:John Winans_title
John Winans_section_5
John Winans_section_6
John Winans_header_cell_1_0_2|John Winans_cell_1_2_3:John Winans_title
John Winans_section_5
John Winans_section_6
John Winans_header_cell_1_0_3|John Winans_table_caption_1:John Winans_title
John Winans_section_5
John Winans_section_6|John Winans_cell_1_3_2:John Winans_title
John Winans_section_5
John Winans_section_6
John Winans_header_cell_1_0_2|John Winans_cell_1_3_3:John Winans_title
John Winans_section_5
John Winans_section_6
John Winans_header_cell_1_0_3",Other
87016,"Geordie Henderson, born in Forfar, began his professional career with Forfar Athletic (nicknamed The Loons or Sky Blues), and went on to briefly play for Dundee, before joining Rangers in November 1818 where he was top scorer at Rangers for four consecutive seasons.",REFUTES,"Geordie Henderson_sentence_3|context:Geordie Henderson_sentence_3:Geordie Henderson_title
Geordie Henderson_section_0
Geordie Henderson_cell_0_11_1|context:Geordie Henderson_cell_0_11_1:Geordie Henderson_title
Geordie Henderson_header_cell_0_11_0
Geordie Henderson_header_cell_0_7_0",Other
85829,"Among the winners of the Franz Kafka Prize is Margaret Atwood, a Canadian poet and novelist who wrote The Handmaid's Tale.",SUPPORTS,"Franz Kafka Prize_cell_1_4_2
Margaret Atwood_sentence_0
The Handmaid's Tale_table_caption_0
The Handmaid's Tale_cell_0_0_1|context:Franz Kafka Prize_cell_1_4_2:Franz Kafka Prize_title
Franz Kafka Prize_section_1
Franz Kafka Prize_header_cell_1_0_2|Margaret Atwood_sentence_0:Margaret Atwood_title|The Handmaid's Tale_table_caption_0:The Handmaid's Tale_title|The Handmaid's Tale_cell_0_0_1:The Handmaid's Tale_title
The Handmaid's Tale_header_cell_0_0_0",Multi-hop Reasoning
77115,"Rasbora naggsi is a genus classified within the family Cyprinidae, in the order Cypriniformes.",REFUTES,Rasbora naggsi_sentence_2|context:Rasbora naggsi_sentence_2:Rasbora naggsi_title,Other
72596,New Music Download podcast which ran between January and June 2008 replaced the 40-show Slashmusic podcast that ran between August 2006 and June 2007; Tom Ravenscroft was the American radio presenter for both.,SUPPORTS,"New Music Download_sentence_0
New Music Download_sentence_1
Slashmusic_sentence_0|context:New Music Download_sentence_0:New Music Download_title|New Music Download_sentence_1:New Music Download_title|Slashmusic_sentence_0:Slashmusic_title",Multi-hop Reasoning
44709,"Dr.Qadir went on hunger strike when in prison and stopped when he could get his demands; then he was released from custody on January 25, 2006, as a result of efforts by special envoy of the Austrian foreign ministry, Gudrun Harrer, a journalist.",SUPPORTS,"Kamal Qadir_sentence_6
Kamal Qadir_sentence_7
Felix Ermacora Human Rights Award_sentence_2
Felix Ermacora Human Rights Award_item_0_2|context:Kamal Qadir_sentence_6:Kamal Qadir_title|Kamal Qadir_sentence_7:Kamal Qadir_title|Felix Ermacora Human Rights Award_sentence_2:Felix Ermacora Human Rights Award_title|Felix Ermacora Human Rights Award_item_0_2:Felix Ermacora Human Rights Award_title
Felix Ermacora Human Rights Award_section_0",Entity Disambiguation
21153,"Cameroon lists three definitely endangered languages, 13 severely endangered, and 16 critically endangered from among its at least 250 languages.",NOT ENOUGH INFO,Languages of Cameroon_sentence_0|context:Languages of Cameroon_sentence_0:Languages of Cameroon_title,Other
90771,"Finishing the race at 2:00 3/5, Proud Clarion (January 19, 1964 – December 17, 1981), an American Thoroughbred racehorse, was the fastest horse in the 1967 Kentucky Derby.",SUPPORTS,"Proud Clarion_sentence_0
1967 Kentucky Derby_cell_1_1_0
1967 Kentucky Derby_cell_1_1_2
1967 Kentucky Derby_cell_1_1_6|context:Proud Clarion_sentence_0:Proud Clarion_title|1967 Kentucky Derby_cell_1_1_0:1967 Kentucky Derby_title
1967 Kentucky Derby_section_0
1967 Kentucky Derby_header_cell_1_0_0|1967 Kentucky Derby_cell_1_1_2:1967 Kentucky Derby_title
1967 Kentucky Derby_section_0
1967 Kentucky Derby_header_cell_1_0_2|1967 Kentucky Derby_cell_1_1_6:1967 Kentucky Derby_title
1967 Kentucky Derby_section_0
1967 Kentucky Derby_header_cell_1_0_6",Multi-hop Reasoning
65716,"Yingkoudong or Yingkou East, located in Jinzhou, Liaoning, China, is operated by China Railway Corporation with Beijing–Harbin, Panjin–Yingkou, and Harbin–Dalian lines.",REFUTES,"Yingkou East railway station_cell_0_1_1
Yingkou East railway station_cell_0_2_1|context:Yingkou East railway station_cell_0_1_1:Yingkou East railway station_title
Yingkou East railway station_header_cell_0_1_0
Yingkou East railway station_header_cell_0_0_0|Yingkou East railway station_cell_0_2_1:Yingkou East railway station_title
Yingkou East railway station_header_cell_0_2_0
Yingkou East railway station_header_cell_0_0_0",Other
65026,"The Long Range Mountains is located in the province of Newfoundland and Labrador, Canada in Appalachian Mountains (system of mountains in eastern North America) and its elevation is 814 meters.",SUPPORTS,"Long Range Mountains_cell_0_6_1
Long Range Mountains_cell_0_5_1
Long Range Mountains_cell_0_8_1
Long Range Mountains_cell_0_3_1
Appalachian Mountains_sentence_2|context:Long Range Mountains_cell_0_6_1:Long Range Mountains_title
Long Range Mountains_header_cell_0_6_0
Long Range Mountains_header_cell_0_4_0|Long Range Mountains_cell_0_5_1:Long Range Mountains_title
Long Range Mountains_header_cell_0_5_0
Long Range Mountains_header_cell_0_4_0|Long Range Mountains_cell_0_8_1:Long Range Mountains_title
Long Range Mountains_header_cell_0_8_0
Long Range Mountains_header_cell_0_4_0|Long Range Mountains_cell_0_3_1:Long Range Mountains_title
Long Range Mountains_header_cell_0_3_0
Long Range Mountains_header_cell_0_1_0
Long Range Mountains_header_cell_0_0_0|Appalachian Mountains_sentence_2:Appalachian Mountains_title",Multi-hop Reasoning
31475,"Baume, born ""Friedrich Baume"" in 1862 in Dunedin, a city in New Zealand, was admitted to the bar in 1884 and graduated with a Bachelor of Law in 1891.",SUPPORTS,"Frederick Baume_sentence_1
Frederick Baume_sentence_4|context:Frederick Baume_sentence_1:Frederick Baume_title
Frederick Baume_section_0
Frederick Baume_section_1|Frederick Baume_sentence_4:Frederick Baume_title
Frederick Baume_section_0
Frederick Baume_section_1",Other
37541,"Within the Bhadrak district, Prafulla Samal constitutes the Bhandaripokhari, Bonth block which was created in 1974.",SUPPORTS,"Bhadrak district_cell_1_1_4
Bhadrak district_cell_1_1_1
Bhadrak district_cell_1_1_3
Bhandaripokhari_cell_0_5_1|context:Bhadrak district_cell_1_1_4:Bhadrak district_title
Bhadrak district_section_11
Bhadrak district_section_12
Bhadrak district_header_cell_1_1_0
Bhadrak district_header_cell_1_0_4|Bhadrak district_cell_1_1_1:Bhadrak district_title
Bhadrak district_section_11
Bhadrak district_section_12
Bhadrak district_header_cell_1_1_0
Bhadrak district_header_cell_1_0_1|Bhadrak district_cell_1_1_3:Bhadrak district_title
Bhadrak district_section_11
Bhadrak district_section_12
Bhadrak district_header_cell_1_1_0
Bhadrak district_header_cell_1_0_3|Bhandaripokhari_cell_0_5_1:Bhandaripokhari_title
Bhandaripokhari_header_cell_0_5_0
Bhandaripokhari_header_cell_0_4_0",Multi-hop Reasoning
31193,"The Little Egret by Austen is lost in its surroundings; the plate never lacked atmosphere, however much it may have appealed to the ornithologist.",SUPPORTS,"Winifred Austen_sentence_11
Winifred Austen_sentence_12|context:Winifred Austen_sentence_11:Winifred Austen_title
Winifred Austen_section_1|Winifred Austen_sentence_12:Winifred Austen_title
Winifred Austen_section_1",Other
16391,"Yeo Vale was originally owned by the at Yeo family, who took their surname from the estate, but it ended up passing to the Giffard family through marriage, and it is located in the small village of Alwington which currently has a population of 400.",REFUTES,"Alwington_sentence_0
Alwington_sentence_2
Alwington_sentence_1|context:Alwington_sentence_0:Alwington_title|Alwington_sentence_2:Alwington_title|Alwington_sentence_1:Alwington_title",Multi-hop Reasoning
80385,Ryan Mathews of the 2003 Kansas State Wildcats football team posted a higher rushing average than his teammate Ell Roberson.,NOT ENOUGH INFO,"2003 Kansas State Wildcats football team_cell_2_1_0
2003 Kansas State Wildcats football team_cell_2_1_6
2003 Kansas State Wildcats football team_cell_2_2_0
2003 Kansas State Wildcats football team_cell_2_2_6
2003 Kansas State Wildcats football team_cell_2_3_0
2003 Kansas State Wildcats football team_cell_2_3_6|context:2003 Kansas State Wildcats football team_cell_2_1_0:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_0|2003 Kansas State Wildcats football team_cell_2_1_6:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_6|2003 Kansas State Wildcats football team_cell_2_2_0:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_0|2003 Kansas State Wildcats football team_cell_2_2_6:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_6|2003 Kansas State Wildcats football team_cell_2_3_0:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_0|2003 Kansas State Wildcats football team_cell_2_3_6:2003 Kansas State Wildcats football team_title
2003 Kansas State Wildcats football team_section_19
2003 Kansas State Wildcats football team_section_22
2003 Kansas State Wildcats football team_section_23
2003 Kansas State Wildcats football team_header_cell_2_0_6",Other
65163,"Born December 30, 1974, William Frick was a dark horse candidate in the Maryland House of Delegates appointment process.",SUPPORTS,"William Frick_sentence_0
William Frick_sentence_7
William Frick_sentence_6|context:William Frick_sentence_0:William Frick_title|William Frick_sentence_7:William Frick_title
William Frick_section_1|William Frick_sentence_6:William Frick_title
William Frick_section_1",Multi-hop Reasoning
8416,"Eunice Olsen was a co-host on the Wheel of Fortune in the 2002-2003 season, and has made many television and film appearances since then, including her current hosting position on Womentalk TV.",SUPPORTS,"Eunice Olsen_header_cell_1_0_0
Eunice Olsen_cell_1_1_1
Eunice Olsen_cell_1_1_2
Eunice Olsen_cell_1_19_0
Eunice Olsen_cell_1_19_1
Eunice Olsen_cell_1_19_2
Eunice Olsen_cell_1_7_2
Eunice Olsen_cell_1_7_3
Eunice Olsen_cell_1_8_2
Eunice Olsen_cell_1_8_3
Eunice Olsen_cell_1_9_2
Eunice Olsen_cell_1_9_3
Eunice Olsen_cell_1_10_2
Eunice Olsen_cell_1_10_3
Eunice Olsen_cell_1_11_2
Eunice Olsen_cell_1_11_3
Eunice Olsen_cell_1_12_2
Eunice Olsen_cell_1_12_3
Eunice Olsen_cell_1_13_2
Eunice Olsen_cell_1_13_3
Eunice Olsen_cell_1_14_2
Eunice Olsen_cell_1_14_3
Eunice Olsen_cell_1_15_2
Eunice Olsen_cell_1_15_3
Eunice Olsen_cell_1_16_2
Eunice Olsen_cell_1_16_3|context:Eunice Olsen_header_cell_1_0_0:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_cell_1_1_1:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_1_0
Eunice Olsen_header_cell_1_0_1|Eunice Olsen_cell_1_1_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_1_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_19_0:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_16_0
Eunice Olsen_header_cell_1_15_0
Eunice Olsen_header_cell_1_14_0
Eunice Olsen_header_cell_1_13_0
Eunice Olsen_header_cell_1_12_0
Eunice Olsen_header_cell_1_11_0
Eunice Olsen_header_cell_1_10_0
Eunice Olsen_header_cell_1_9_0
Eunice Olsen_header_cell_1_8_0
Eunice Olsen_header_cell_1_7_0|Eunice Olsen_cell_1_19_1:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_0_1|Eunice Olsen_cell_1_19_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_7_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_7_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_7_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_7_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_8_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_8_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_8_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_8_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_9_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_9_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_9_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_9_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_10_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_10_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_10_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_10_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_11_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_11_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_11_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_11_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_12_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_12_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_12_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_12_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_13_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_13_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_13_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_13_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_14_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_14_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_14_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_14_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_15_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_15_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_15_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_15_0
Eunice Olsen_header_cell_1_0_3|Eunice Olsen_cell_1_16_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_16_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_cell_1_16_3:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_16_0
Eunice Olsen_header_cell_1_0_3
Eunice Olsen_header_cell_1_0_0
Eunice Olsen_cell_1_1_1
Eunice Olsen_cell_1_1_2
Eunice Olsen_sentence_53
Eunice Olsen_sentence_54
Eunice Olsen_sentence_56
Eunice Olsen_sentence_61
Eunice Olsen_cell_1_19_0
Eunice Olsen_cell_1_19_1
Eunice Olsen_cell_1_19_2|context:Eunice Olsen_header_cell_1_0_0:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_cell_1_1_1:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_1_0
Eunice Olsen_header_cell_1_0_1|Eunice Olsen_cell_1_1_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_1_0
Eunice Olsen_header_cell_1_0_2|Eunice Olsen_sentence_53:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_sentence_54:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_sentence_56:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_sentence_61:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5|Eunice Olsen_cell_1_19_0:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_16_0
Eunice Olsen_header_cell_1_15_0
Eunice Olsen_header_cell_1_14_0
Eunice Olsen_header_cell_1_13_0
Eunice Olsen_header_cell_1_12_0
Eunice Olsen_header_cell_1_11_0
Eunice Olsen_header_cell_1_10_0
Eunice Olsen_header_cell_1_9_0
Eunice Olsen_header_cell_1_8_0
Eunice Olsen_header_cell_1_7_0|Eunice Olsen_cell_1_19_1:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_0_1|Eunice Olsen_cell_1_19_2:Eunice Olsen_title
Eunice Olsen_section_0
Eunice Olsen_section_5
Eunice Olsen_header_cell_1_0_2",Combining Tables and Text
9794,"Some of the sediment of the Discovery Seamounts (a chain of seamounts in the Southern Atlantic Ocean, which include the Discovery Seamount) appears to be ice-rafted debris, and other evidence has been used to postulate that the seamount subsided by about 0.5 kilometres during the late Pleistocene, with the crust underneath Discovery Seamount is about 67 million years old, thus of late Cretaceous age.",SUPPORTS,"Discovery Seamounts_sentence_0
Discovery Seamounts_sentence_14
Discovery Seamounts_sentence_16|context:Discovery Seamounts_sentence_0:Discovery Seamounts_title|Discovery Seamounts_sentence_14:Discovery Seamounts_title
Discovery Seamounts_section_1|Discovery Seamounts_sentence_16:Discovery Seamounts_title
Discovery Seamounts_section_1",Other
49180,"Ortegal has three multicipalitys with a total population of 12,238 in 2018, one of which was called Cerdido.",REFUTES,"Ortegal_cell_1_1_0
Ortegal_cell_1_2_0
Ortegal_cell_1_3_0
Ortegal_cell_1_4_0|context:Ortegal_cell_1_1_0:Ortegal_title
Ortegal_section_0
Ortegal_header_cell_1_0_0|Ortegal_cell_1_2_0:Ortegal_title
Ortegal_section_0
Ortegal_header_cell_1_0_0|Ortegal_cell_1_3_0:Ortegal_title
Ortegal_section_0
Ortegal_header_cell_1_0_0|Ortegal_cell_1_4_0:Ortegal_title
Ortegal_section_0
Ortegal_header_cell_1_0_0",Numerical Reasoning
1845,"Stefan Kahil Lessard (born on June 4, 1974 outside Anaheim, California) completed his junior year of high school, passed the GED examinations in the summer of 1991, and was accepted into the Jazz Studies program at Virginia Commonwealth University.",REFUTES,"Stefan Lessard_sentence_1|context:Stefan Lessard_sentence_1:Stefan Lessard_title
Stefan Lessard_section_0",Other
