id,claim,label,supporting_facts,challenge
74735,"El sencillo de Bill Rice de 1971, ""Til a Tear Becomes a Rose"", alcanzó el puesto 33 en la posición máxima de las listas de Hot US Country Song, mientras que ""Honky-Tonk Stardust Cowboy"" le siguió en el puesto 51.",REFUTES,"Bill Rice_cell_1_8_0
Bill Rice_cell_1_8_1
Bill Rice_cell_1_8_2
Bill Rice_cell_1_2_0
Bill Rice_cell_1_4_0
Bill Rice_cell_1_6_0
Bill Rice_cell_1_7_0
Bill Rice_cell_1_2_1
Bill Rice_cell_1_3_0
Bill Rice_cell_1_4_1
Bill Rice_cell_1_5_0
Bill Rice_cell_1_6_1
Bill Rice_cell_1_7_1
Bill Rice_cell_1_2_2
Bill Rice_cell_1_3_1
Bill Rice_cell_1_4_2
Bill Rice_cell_1_5_1
Bill Rice_cell_1_6_2
Bill Rice_cell_1_7_2|context:Bill Rice_cell_1_8_0:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_0|Bill Rice_cell_1_8_1:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_1|Bill Rice_cell_1_8_2:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_1_0
Bill Rice_header_cell_1_0_2|Bill Rice_cell_1_2_0:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_0|Bill Rice_cell_1_4_0:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_0|Bill Rice_cell_1_6_0:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_0|Bill Rice_cell_1_7_0:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_0|Bill Rice_cell_1_2_1:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_1|Bill Rice_cell_1_3_0:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_1|Bill Rice_cell_1_4_1:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_1|Bill Rice_cell_1_5_0:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_1|Bill Rice_cell_1_6_1:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_1|Bill Rice_cell_1_7_1:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_0_1|Bill Rice_cell_1_2_2:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_1_0
Bill Rice_header_cell_1_0_2|Bill Rice_cell_1_3_1:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_1_0
Bill Rice_header_cell_1_0_2|Bill Rice_cell_1_4_2:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_1_0
Bill Rice_header_cell_1_0_2|Bill Rice_cell_1_5_1:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_1_0
Bill Rice_header_cell_1_0_2|Bill Rice_cell_1_6_2:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_1_0
Bill Rice_header_cell_1_0_2|Bill Rice_cell_1_7_2:Bill Rice_title
Bill Rice_section_1
Bill Rice_header_cell_1_1_0
Bill Rice_header_cell_1_0_2",Numerical Reasoning
72406,"Wilford Hundred tiene 17 parroquias, incluidas Sutton y Melton.",SUPPORTS,"Wilford Hundred_cell_0_1_0
Wilford Hundred_cell_0_2_0
Wilford Hundred_cell_0_3_0
Wilford Hundred_cell_0_4_0
Wilford Hundred_cell_0_5_0
Wilford Hundred_cell_0_6_0
Wilford Hundred_cell_0_7_0
Wilford Hundred_cell_0_8_0
Wilford Hundred_cell_0_9_0
Wilford Hundred_cell_0_10_0
Wilford Hundred_cell_0_11_0
Wilford Hundred_cell_0_12_0
Wilford Hundred_cell_0_13_0
Wilford Hundred_cell_0_14_0
Wilford Hundred_cell_0_15_0
Wilford Hundred_cell_0_16_0
Wilford Hundred_cell_0_17_0|context:Wilford Hundred_cell_0_1_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_2_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_3_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_4_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_5_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_6_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_7_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_8_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_9_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_10_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_11_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_12_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_13_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_14_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_15_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_16_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0|Wilford Hundred_cell_0_17_0:Wilford Hundred_title
Wilford Hundred_section_0
Wilford Hundred_header_cell_0_0_0",Other
84780,"Radio Arvyla es un panel griego en vivo, filmado en Salónica, la segunda ciudad más grande de Grecia.",SUPPORTS,"Radio Arvyla_sentence_0
Thessaloniki_sentence_1|context:Radio Arvyla_sentence_0:Radio Arvyla_title|Thessaloniki_sentence_1:Thessaloniki_title",Multi-hop Reasoning
15390,"La Ley Orgánica del Distrito de Columbia de 1871 permitió que las ciudades de Washington, Alexandria y Georgetown mantuvieran cada una sus propios gobiernos municipales, pero el Congreso devolvió el condado de Alexandria al estado de Virginia en 1861.",REFUTES,"District of Columbia Organic Act of 1871_sentence_10|context:District of Columbia Organic Act of 1871_sentence_10:District of Columbia Organic Act of 1871_title
District of Columbia Organic Act of 1871_section_0
District of Columbia Organic Act of 1871_sentence_1|context:District of Columbia Organic Act of 1871_sentence_1:District of Columbia Organic Act of 1871_title",Other
24992,"La temporada 2015-16 del Neftchi Baku PFK tuvo cinco equipos, uno de los cuales fue Kapaz (fundado en 1959) con 56 puntos.",SUPPORTS,"2015–16 Neftchi Baku PFK season_header_cell_1_0_1
2015–16 Neftchi Baku PFK season_header_cell_1_1_1
2015–16 Neftchi Baku PFK season_cell_1_2_9
2015–16 Neftchi Baku PFK season_header_cell_1_3_1
2015–16 Neftchi Baku PFK season_header_cell_1_4_1
2015–16 Neftchi Baku PFK season_header_cell_1_5_1|context:2015–16 Neftchi Baku PFK season_header_cell_1_0_1:2015–16 Neftchi Baku PFK season_title
2015–16 Neftchi Baku PFK season_section_6
2015–16 Neftchi Baku PFK season_section_7
2015–16 Neftchi Baku PFK season_section_10|2015–16 Neftchi Baku PFK season_header_cell_1_1_1:2015–16 Neftchi Baku PFK season_title
2015–16 Neftchi Baku PFK season_section_6
2015–16 Neftchi Baku PFK season_section_7
2015–16 Neftchi Baku PFK season_section_10|2015–16 Neftchi Baku PFK season_cell_1_2_9:2015–16 Neftchi Baku PFK season_title
2015–16 Neftchi Baku PFK season_section_6
2015–16 Neftchi Baku PFK season_section_7
2015–16 Neftchi Baku PFK season_section_10
2015–16 Neftchi Baku PFK season_header_cell_1_2_1
2015–16 Neftchi Baku PFK season_header_cell_1_0_9|2015–16 Neftchi Baku PFK season_header_cell_1_3_1:2015–16 Neftchi Baku PFK season_title
2015–16 Neftchi Baku PFK season_section_6
2015–16 Neftchi Baku PFK season_section_7
2015–16 Neftchi Baku PFK season_section_10|2015–16 Neftchi Baku PFK season_header_cell_1_4_1:2015–16 Neftchi Baku PFK season_title
2015–16 Neftchi Baku PFK season_section_6
2015–16 Neftchi Baku PFK season_section_7
2015–16 Neftchi Baku PFK season_section_10|2015–16 Neftchi Baku PFK season_header_cell_1_5_1:2015–16 Neftchi Baku PFK season_title
2015–16 Neftchi Baku PFK season_section_6
2015–16 Neftchi Baku PFK season_section_7
2015–16 Neftchi Baku PFK season_section_10",Numerical Reasoning
29415,"Se cree erróneamente que Hunar Hali tuvo 16 roles entre 2007 y 2020, uno de los cuales se titula Grihasti.",NOT ENOUGH INFO,"Hunar Hali_cell_1_2_0
Hunar Hali_cell_1_2_2
Hunar Hali_cell_1_3_0
Hunar Hali_cell_1_3_2
Hunar Hali_cell_1_4_0
Hunar Hali_cell_1_4_2
Hunar Hali_cell_1_5_2
Hunar Hali_cell_1_5_0
Hunar Hali_cell_1_6_0
Hunar Hali_cell_1_6_2
Hunar Hali_cell_1_7_1
Hunar Hali_cell_1_8_0
Hunar Hali_cell_1_8_2
Hunar Hali_cell_1_9_2
Hunar Hali_cell_1_9_0
Hunar Hali_cell_1_10_0
Hunar Hali_cell_1_10_2
Hunar Hali_cell_1_11_2
Hunar Hali_cell_1_11_0
Hunar Hali_cell_1_12_0
Hunar Hali_cell_1_12_2
Hunar Hali_cell_1_13_1
Hunar Hali_cell_1_14_1
Hunar Hali_cell_1_15_2
Hunar Hali_cell_1_15_0
Hunar Hali_cell_1_16_2
Hunar Hali_cell_1_16_0
Hunar Hali_cell_1_3_1
Hunar Hali_cell_1_1_0
Hunar Hali_cell_1_1_2|context:Hunar Hali_cell_1_2_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_2_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_3_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_3_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_4_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_4_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_5_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_5_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_6_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_6_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_7_1:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_8_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_8_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_9_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_9_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_10_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_10_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_11_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_11_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_12_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_12_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_13_1:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_14_1:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_15_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_15_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_16_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2|Hunar Hali_cell_1_16_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_3_1:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_1|Hunar Hali_cell_1_1_0:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_0|Hunar Hali_cell_1_1_2:Hunar Hali_title
Hunar Hali_section_2
Hunar Hali_header_cell_1_0_2",Search terms not in claim
52333,"Pavitra Hrudayalu tiene una banda sonora que incluye canciones como ""Sarananna Varini"" de Ghantasala, un cantante de reproducción indio y compositor musical ocasional de Andhra Pradesh.",REFUTES,"Pavitra Hrudayalu_cell_1_1_1
Pavitra Hrudayalu_cell_1_1_2|context:Pavitra Hrudayalu_cell_1_1_1:Pavitra Hrudayalu_title
Pavitra Hrudayalu_section_3
Pavitra Hrudayalu_header_cell_1_0_1|Pavitra Hrudayalu_cell_1_1_2:Pavitra Hrudayalu_title
Pavitra Hrudayalu_section_3
Pavitra Hrudayalu_header_cell_1_0_2",Other
46589,"Meryem, que proviene de Miriam, es un nombre turco.",SUPPORTS,"Meryem_sentence_1
Meryem_sentence_2
Meryem_table_caption_0
Meryem_cell_0_0_1
Meryem_cell_0_1_1
Meryem_cell_0_2_1
Meryem_cell_0_4_1
Meryem_cell_0_5_1
Maryam (name)_sentence_0
Maryam (name)_sentence_1
Maryam (name)_sentence_2
Maryam (name)_sentence_3
Maryam (name)_sentence_4
Maryam (name)_sentence_5
Maryam (name)_sentence_7|context:Meryem_sentence_1:Meryem_title|Meryem_sentence_2:Meryem_title|Meryem_table_caption_0:Meryem_title|Meryem_cell_0_0_1:Meryem_title
Meryem_header_cell_0_0_0|Meryem_cell_0_1_1:Meryem_title
Meryem_header_cell_0_1_0|Meryem_cell_0_2_1:Meryem_title
Meryem_header_cell_0_2_0|Meryem_cell_0_4_1:Meryem_title
Meryem_header_cell_0_4_0
Meryem_header_cell_0_3_0|Meryem_cell_0_5_1:Meryem_title
Meryem_header_cell_0_5_0
Meryem_header_cell_0_3_0|Maryam (name)_sentence_0:Maryam (name)_title|Maryam (name)_sentence_1:Maryam (name)_title|Maryam (name)_sentence_2:Maryam (name)_title|Maryam (name)_sentence_3:Maryam (name)_title|Maryam (name)_sentence_4:Maryam (name)_title|Maryam (name)_sentence_5:Maryam (name)_title|Maryam (name)_sentence_7:Maryam (name)_title
Maryam (name)_section_0",Multi-hop Reasoning
35103,Adam Gaudette recibió el premio al Jugador del Año de Hockey East en 2017 y al Campeón de Puntuación de Hockey East en 2018.,REFUTES,"Adam Gaudette_cell_1_2_0
Adam Gaudette_cell_1_2_1|context:Adam Gaudette_cell_1_2_0:Adam Gaudette_title
Adam Gaudette_section_7
Adam Gaudette_header_cell_1_0_0|Adam Gaudette_cell_1_2_1:Adam Gaudette_title
Adam Gaudette_section_7
Adam Gaudette_header_cell_1_0_1",Other
9752,Franz Dischinger fue un ingeniero civil y estructural alemán y fue pionero en el uso del hormigón pretensado.,SUPPORTS,"Franz Dischinger_sentence_0
Franz Dischinger_sentence_1|context:Franz Dischinger_sentence_0:Franz Dischinger_title|Franz Dischinger_sentence_1:Franz Dischinger_title",Other
46149,"Andre Veilleux, un ala derecha de los Montreal Rangers (LHJAA), fue la primera elección para la primera ronda del Draft Amateur de la NHL de 1965; seguido por Andy Culligan (jugado para Port Huron Flags), un delantero de St. Michael's Buzzers (MetJHL).",SUPPORTS,"1965 NHL Amateur Draft_cell_1_1_0
1965 NHL Amateur Draft_cell_1_1_1
1965 NHL Amateur Draft_cell_1_1_2
1965 NHL Amateur Draft_cell_1_1_5
1965 NHL Amateur Draft_cell_1_2_0
1965 NHL Amateur Draft_cell_1_2_1
1965 NHL Amateur Draft_cell_1_2_2
1965 NHL Amateur Draft_cell_1_2_5
Andy Culligan_cell_0_2_1|context:1965 NHL Amateur Draft_cell_1_1_0:1965 NHL Amateur Draft_title
1965 NHL Amateur Draft_section_0
1965 NHL Amateur Draft_section_1
1965 NHL Amateur Draft_header_cell_1_0_0|1965 NHL Amateur Draft_cell_1_1_1:1965 NHL Amateur Draft_title
1965 NHL Amateur Draft_section_0
1965 NHL Amateur Draft_section_1
1965 NHL Amateur Draft_header_cell_1_0_1|1965 NHL Amateur Draft_cell_1_1_2:1965 NHL Amateur Draft_title
1965 NHL Amateur Draft_section_0
1965 NHL Amateur Draft_section_1
1965 NHL Amateur Draft_header_cell_1_0_2|1965 NHL Amateur Draft_cell_1_1_5:1965 NHL Amateur Draft_title
1965 NHL Amateur Draft_section_0
1965 NHL Amateur Draft_section_1
1965 NHL Amateur Draft_header_cell_1_0_5|1965 NHL Amateur Draft_cell_1_2_0:1965 NHL Amateur Draft_title
1965 NHL Amateur Draft_section_0
1965 NHL Amateur Draft_section_1
1965 NHL Amateur Draft_header_cell_1_0_0|1965 NHL Amateur Draft_cell_1_2_1:1965 NHL Amateur Draft_title
1965 NHL Amateur Draft_section_0
1965 NHL Amateur Draft_section_1
1965 NHL Amateur Draft_header_cell_1_0_1|1965 NHL Amateur Draft_cell_1_2_2:1965 NHL Amateur Draft_title
1965 NHL Amateur Draft_section_0
1965 NHL Amateur Draft_section_1
1965 NHL Amateur Draft_header_cell_1_0_2|1965 NHL Amateur Draft_cell_1_2_5:1965 NHL Amateur Draft_title
1965 NHL Amateur Draft_section_0
1965 NHL Amateur Draft_section_1
1965 NHL Amateur Draft_header_cell_1_0_5|Andy Culligan_cell_0_2_1:Andy Culligan_title
Andy Culligan_header_cell_0_2_0
Andy Culligan_header_cell_0_0_0",Multi-hop Reasoning
83226,Levente Lengyel fue un Gran Maestro húngaro que nació el 13 de junio de 1933.,SUPPORTS,"Levente Lengyel_sentence_0|context:Levente Lengyel_sentence_0:Levente Lengyel_title
Levente Lengyel_cell_0_5_1
Levente Lengyel_cell_0_3_1
Levente Lengyel_cell_0_2_1|context:Levente Lengyel_cell_0_5_1:Levente Lengyel_title
Levente Lengyel_header_cell_0_5_0
Levente Lengyel_header_cell_0_0_0|Levente Lengyel_cell_0_3_1:Levente Lengyel_title
Levente Lengyel_header_cell_0_3_0
Levente Lengyel_header_cell_0_0_0|Levente Lengyel_cell_0_2_1:Levente Lengyel_title
Levente Lengyel_header_cell_0_2_0
Levente Lengyel_header_cell_0_0_0",Other
27034,"La pequeña My, adoptada por la familia Moomin, es una niña pequeña, independiente, atrevida y traviesa, que también puede ser una buena amiga.",SUPPORTS,"Little My_sentence_5
Little My_sentence_2
Little My_sentence_3|context:Little My_sentence_5:Little My_title|Little My_sentence_2:Little My_title|Little My_sentence_3:Little My_title",Other
