id,claim,label,supporting_facts,challenge
63882,"2009-10 सेविला एफसी सीज़न में तीन टीमों में पांच खिलाड़ी थे, जिनमें से एक एलेजांद्रो अल्फारो (जन्म 23 नवंबर 1986) था।",REFUTES,"2009–10 Sevilla FC season_cell_4_2_0
2009–10 Sevilla FC season_cell_4_2_1
2009–10 Sevilla FC season_cell_4_1_0
2009–10 Sevilla FC season_cell_4_1_1
2009–10 Sevilla FC season_cell_4_3_0
2009–10 Sevilla FC season_cell_4_3_1
2009–10 Sevilla FC season_cell_4_4_0
2009–10 Sevilla FC season_cell_4_5_0
2009–10 Sevilla FC season_cell_3_1_0|context:2009–10 Sevilla FC season_cell_4_2_0:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_6
2009–10 Sevilla FC season_header_cell_4_0_0|2009–10 Sevilla FC season_cell_4_2_1:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_6
2009–10 Sevilla FC season_header_cell_4_0_1|2009–10 Sevilla FC season_cell_4_1_0:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_6
2009–10 Sevilla FC season_header_cell_4_0_0|2009–10 Sevilla FC season_cell_4_1_1:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_6
2009–10 Sevilla FC season_header_cell_4_0_1|2009–10 Sevilla FC season_cell_4_3_0:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_6
2009–10 Sevilla FC season_header_cell_4_0_0|2009–10 Sevilla FC season_cell_4_3_1:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_6
2009–10 Sevilla FC season_header_cell_4_0_1|2009–10 Sevilla FC season_cell_4_4_0:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_6
2009–10 Sevilla FC season_header_cell_4_0_0|2009–10 Sevilla FC season_cell_4_5_0:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_6
2009–10 Sevilla FC season_header_cell_4_0_0|2009–10 Sevilla FC season_cell_3_1_0:2009–10 Sevilla FC season_title
2009–10 Sevilla FC season_section_2
2009–10 Sevilla FC season_section_5
2009–10 Sevilla FC season_header_cell_3_0_0",Numerical Reasoning
32831,"अल्फ्रेड स्टॉन्ग (जन्म अगस्त 2,1940) रिचमंड हिल, कनाडा में एक राजनेता और ओंटारियो विधान सभा के पूर्व सदस्य थे, जिन्होंने ओंटारियो सुपीरियर कोर्ट ऑफ जस्टिस में न्यायाधीश के रूप में कार्य किया और एलेन कैंपियोन के जूरी परीक्षण की अध्यक्षता की।",SUPPORTS,"Alfred Stong_sentence_0
Alfred Stong_cell_0_6_1
Alfred Stong_sentence_1
Alfred Stong_sentence_3
Alfred Stong_sentence_11|context:Alfred Stong_sentence_0:Alfred Stong_title|Alfred Stong_cell_0_6_1:Alfred Stong_title
Alfred Stong_header_cell_0_6_0
Alfred Stong_header_cell_0_5_0|Alfred Stong_sentence_1:Alfred Stong_title|Alfred Stong_sentence_3:Alfred Stong_title|Alfred Stong_sentence_11:Alfred Stong_title
Alfred Stong_section_2",Combining Tables and Text
59250,"ग्रेटर वेस्टर्न सिडनी जाइंट्स सीज़न की सूची में आठ सीज़न खेले गए, जिनमें से एक में कोच केविन शीडी थे।",SUPPORTS,"List of Greater Western Sydney Giants seasons_header_cell_2_3_0
List of Greater Western Sydney Giants seasons_header_cell_2_4_0
List of Greater Western Sydney Giants seasons_header_cell_2_5_0
List of Greater Western Sydney Giants seasons_header_cell_2_6_0
List of Greater Western Sydney Giants seasons_header_cell_2_7_0
List of Greater Western Sydney Giants seasons_header_cell_2_8_0
List of Greater Western Sydney Giants seasons_header_cell_2_9_0
List of Greater Western Sydney Giants seasons_cell_2_2_7|context:List of Greater Western Sydney Giants seasons_header_cell_2_3_0:List of Greater Western Sydney Giants seasons_title
List of Greater Western Sydney Giants seasons_section_0
List of Greater Western Sydney Giants seasons_section_4
List of Greater Western Sydney Giants seasons_section_5|List of Greater Western Sydney Giants seasons_header_cell_2_4_0:List of Greater Western Sydney Giants seasons_title
List of Greater Western Sydney Giants seasons_section_0
List of Greater Western Sydney Giants seasons_section_4
List of Greater Western Sydney Giants seasons_section_5|List of Greater Western Sydney Giants seasons_header_cell_2_5_0:List of Greater Western Sydney Giants seasons_title
List of Greater Western Sydney Giants seasons_section_0
List of Greater Western Sydney Giants seasons_section_4
List of Greater Western Sydney Giants seasons_section_5|List of Greater Western Sydney Giants seasons_header_cell_2_6_0:List of Greater Western Sydney Giants seasons_title
List of Greater Western Sydney Giants seasons_section_0
List of Greater Western Sydney Giants seasons_section_4
List of Greater Western Sydney Giants seasons_section_5|List of Greater Western Sydney Giants seasons_header_cell_2_7_0:List of Greater Western Sydney Giants seasons_title
List of Greater Western Sydney Giants seasons_section_0
List of Greater Western Sydney Giants seasons_section_4
List of Greater Western Sydney Giants seasons_section_5|List of Greater Western Sydney Giants seasons_header_cell_2_8_0:List of Greater Western Sydney Giants seasons_title
List of Greater Western Sydney Giants seasons_section_0
List of Greater Western Sydney Giants seasons_section_4
List of Greater Western Sydney Giants seasons_section_5|List of Greater Western Sydney Giants seasons_header_cell_2_9_0:List of Greater Western Sydney Giants seasons_title
List of Greater Western Sydney Giants seasons_section_0
List of Greater Western Sydney Giants seasons_section_4
List of Greater Western Sydney Giants seasons_section_5|List of Greater Western Sydney Giants seasons_cell_2_2_7:List of Greater Western Sydney Giants seasons_title
List of Greater Western Sydney Giants seasons_section_0
List of Greater Western Sydney Giants seasons_section_4
List of Greater Western Sydney Giants seasons_section_5
List of Greater Western Sydney Giants seasons_header_cell_2_2_0
List of Greater Western Sydney Giants seasons_header_cell_2_0_7",Other
15299,जुबली रोड ब्रिटिश गायक-गीतकार टॉम ओडेल का स्टूडियो एल्बम है जिसे आयरिश न्यूज़ से 4/10 की रेटिंग मिली है।,SUPPORTS,"Jubilee Road_cell_0_6_0
Jubilee Road_cell_0_6_1
Jubilee Road_sentence_0|context:Jubilee Road_cell_0_6_0:Jubilee Road_title
Jubilee Road_header_cell_0_1_0
Jubilee Road_header_cell_0_0_0|Jubilee Road_cell_0_6_1:Jubilee Road_title
Jubilee Road_header_cell_0_1_1
Jubilee Road_header_cell_0_0_0|Jubilee Road_sentence_0:Jubilee Road_title",Combining Tables and Text
59494,"राहुल द्रविड़ ने 1997 से 2006 तक बारह अंतरराष्ट्रीय क्रिकेट शतकों में भाग लिया, जिसमें आठ बार जीत हासिल की।",SUPPORTS,"List of international cricket centuries by Rahul Dravid_cell_2_1_0
List of international cricket centuries by Rahul Dravid_cell_2_2_0
List of international cricket centuries by Rahul Dravid_cell_2_3_0
List of international cricket centuries by Rahul Dravid_cell_2_4_0
List of international cricket centuries by Rahul Dravid_cell_2_5_0
List of international cricket centuries by Rahul Dravid_cell_2_6_0
List of international cricket centuries by Rahul Dravid_cell_2_7_0
List of international cricket centuries by Rahul Dravid_cell_2_8_0
List of international cricket centuries by Rahul Dravid_cell_2_9_0
List of international cricket centuries by Rahul Dravid_cell_2_10_0
List of international cricket centuries by Rahul Dravid_cell_2_11_0
List of international cricket centuries by Rahul Dravid_cell_2_12_0
List of international cricket centuries by Rahul Dravid_cell_2_3_9
List of international cricket centuries by Rahul Dravid_cell_2_4_9
List of international cricket centuries by Rahul Dravid_cell_2_5_9
List of international cricket centuries by Rahul Dravid_cell_2_7_9
List of international cricket centuries by Rahul Dravid_cell_2_8_9
List of international cricket centuries by Rahul Dravid_cell_2_9_9
List of international cricket centuries by Rahul Dravid_cell_2_10_9
List of international cricket centuries by Rahul Dravid_cell_2_12_9
List of international cricket centuries by Rahul Dravid_cell_2_1_8
List of international cricket centuries by Rahul Dravid_cell_2_2_8
List of international cricket centuries by Rahul Dravid_cell_2_3_8
List of international cricket centuries by Rahul Dravid_cell_2_4_8
List of international cricket centuries by Rahul Dravid_cell_2_5_8
List of international cricket centuries by Rahul Dravid_cell_2_6_8
List of international cricket centuries by Rahul Dravid_cell_2_7_8
List of international cricket centuries by Rahul Dravid_cell_2_8_8
List of international cricket centuries by Rahul Dravid_cell_2_9_8
List of international cricket centuries by Rahul Dravid_cell_2_10_8
List of international cricket centuries by Rahul Dravid_cell_2_11_8
List of international cricket centuries by Rahul Dravid_cell_2_12_8
List of international cricket centuries by Rahul Dravid_table_caption_2|context:List of international cricket centuries by Rahul Dravid_cell_2_1_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_2_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_3_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_4_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_5_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_6_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_7_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_8_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_9_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_10_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_11_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_12_0:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_0_0|List of international cricket centuries by Rahul Dravid_cell_2_3_9:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_3_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_9|List of international cricket centuries by Rahul Dravid_cell_2_4_9:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_4_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_9|List of international cricket centuries by Rahul Dravid_cell_2_5_9:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_5_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_9|List of international cricket centuries by Rahul Dravid_cell_2_7_9:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_7_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_9|List of international cricket centuries by Rahul Dravid_cell_2_8_9:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_8_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_9|List of international cricket centuries by Rahul Dravid_cell_2_9_9:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_9_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_9|List of international cricket centuries by Rahul Dravid_cell_2_10_9:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_10_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_9|List of international cricket centuries by Rahul Dravid_cell_2_12_9:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_12_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_9|List of international cricket centuries by Rahul Dravid_cell_2_1_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_1_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_2_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_2_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_3_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_3_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_4_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_4_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_5_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_5_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_6_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_6_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_7_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_7_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_8_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_8_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_9_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_9_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_10_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_10_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_11_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_11_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_cell_2_12_8:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2
List of international cricket centuries by Rahul Dravid_header_cell_2_12_1
List of international cricket centuries by Rahul Dravid_header_cell_2_0_8|List of international cricket centuries by Rahul Dravid_table_caption_2:List of international cricket centuries by Rahul Dravid_title
List of international cricket centuries by Rahul Dravid_section_2",Other
58737,"टोनी यायो ने 2010 की अमेरिकी रोमांटिक कॉमेडी-ड्रामा फिल्म मॉर्निंग ग्लोरी में खुद की भूमिका निभाई, जो रोजर मिशेल द्वारा निर्देशित और एलाइन ब्रोश मैककेना द्वारा लिखित थी; फिर 2011 में S.W.A.T.: फ़ायरफ़ाइट में कार्लोस के रूप में।",SUPPORTS,"Tony Yayo_cell_1_3_1
Tony Yayo_cell_1_3_2
Tony Yayo_cell_1_4_1
Tony Yayo_cell_1_4_2
Tony Yayo_cell_1_4_0
Morning Glory (2010 film)_sentence_0|context:Tony Yayo_cell_1_3_1:Tony Yayo_title
Tony Yayo_section_9
Tony Yayo_header_cell_1_1_1
Tony Yayo_header_cell_1_0_0|Tony Yayo_cell_1_3_2:Tony Yayo_title
Tony Yayo_section_9
Tony Yayo_header_cell_1_1_2
Tony Yayo_header_cell_1_0_0|Tony Yayo_cell_1_4_1:Tony Yayo_title
Tony Yayo_section_9
Tony Yayo_header_cell_1_1_1
Tony Yayo_header_cell_1_0_0|Tony Yayo_cell_1_4_2:Tony Yayo_title
Tony Yayo_section_9
Tony Yayo_header_cell_1_1_2
Tony Yayo_header_cell_1_0_0|Tony Yayo_cell_1_4_0:Tony Yayo_title
Tony Yayo_section_9
Tony Yayo_header_cell_1_1_0
Tony Yayo_header_cell_1_0_0|Morning Glory (2010 film)_sentence_0:Morning Glory (2010 film)_title",Multi-hop Reasoning
56394,"हेलियनथस ग्रैसीलेंटस एस्टेरेसी परिवार के भीतर एस्टेरेलिस क्रम में एक पौधे की प्रजाति है, जो डाइकोटाइलडोनस फूल वाले पौधों का एक क्रम है जो फूलों से बने मिश्रित फूलों के लिए जाना जाता है।",SUPPORTS,"Helianthus gracilentus_sentence_0
Helianthus gracilentus_cell_0_7_0
Helianthus gracilentus_cell_0_7_1
Helianthus gracilentus_cell_0_6_0
Helianthus gracilentus_cell_0_6_1
Asterales_sentence_0|context:Helianthus gracilentus_sentence_0:Helianthus gracilentus_title|Helianthus gracilentus_cell_0_7_0:Helianthus gracilentus_title
Helianthus gracilentus_header_cell_0_1_0
Helianthus gracilentus_header_cell_0_0_0|Helianthus gracilentus_cell_0_7_1:Helianthus gracilentus_title
Helianthus gracilentus_header_cell_0_1_0
Helianthus gracilentus_header_cell_0_0_0|Helianthus gracilentus_cell_0_6_0:Helianthus gracilentus_title
Helianthus gracilentus_header_cell_0_1_0
Helianthus gracilentus_header_cell_0_0_0|Helianthus gracilentus_cell_0_6_1:Helianthus gracilentus_title
Helianthus gracilentus_header_cell_0_1_0
Helianthus gracilentus_header_cell_0_0_0|Asterales_sentence_0:Asterales_title",Multi-hop Reasoning
11387,"सन बॉय, जिसकी शक्तियाँ सौर ऊर्जा के उपयोग के इर्द-गिर्द घूमती हैं, जेरी सीगल और जिम मूनी द्वारा बनाया गया एक डीसी सुपरहीरो है।",SUPPORTS,"Sun Boy_cell_0_11_1
Sun Boy_sentence_1
Sun Boy_cell_0_4_1
Sun Boy_cell_0_2_1|context:Sun Boy_cell_0_11_1:Sun Boy_title
Sun Boy_header_cell_0_11_0
Sun Boy_header_cell_0_5_0|Sun Boy_sentence_1:Sun Boy_title|Sun Boy_cell_0_4_1:Sun Boy_title
Sun Boy_header_cell_0_4_0
Sun Boy_header_cell_0_1_0
Sun Boy_header_cell_0_0_0|Sun Boy_cell_0_2_1:Sun Boy_title
Sun Boy_header_cell_0_2_0
Sun Boy_header_cell_0_1_0
Sun Boy_header_cell_0_0_0",Combining Tables and Text
75189,"ग्रेगोरियन कैलेंडर के आधार पर, दुनिया में सबसे अधिक इस्तेमाल किया जाने वाला कैलेंडर, 2024,2052 और 2080 में सोमवार से शुरू होने वाला एक लीप वर्ष होगा।",SUPPORTS,"Gregorian calendar_sentence_2
Leap year starting on Monday_cell_0_5_3
Leap year starting on Monday_cell_0_5_6
Leap year starting on Monday_cell_0_5_8|context:Gregorian calendar_sentence_2:Gregorian calendar_title|Leap year starting on Monday_cell_0_5_3:Leap year starting on Monday_title
Leap year starting on Monday_section_1
Leap year starting on Monday_section_2
Leap year starting on Monday_header_cell_0_5_0
Leap year starting on Monday_header_cell_0_0_3|Leap year starting on Monday_cell_0_5_6:Leap year starting on Monday_title
Leap year starting on Monday_section_1
Leap year starting on Monday_section_2
Leap year starting on Monday_header_cell_0_5_0
Leap year starting on Monday_header_cell_0_0_6|Leap year starting on Monday_cell_0_5_8:Leap year starting on Monday_title
Leap year starting on Monday_section_1
Leap year starting on Monday_section_2
Leap year starting on Monday_header_cell_0_5_0
Leap year starting on Monday_header_cell_0_0_8",Multi-hop Reasoning
48748,"टॉड रोहलॉफ (जन्म 16 जनवरी, 1974) वाशिंगटन कैपिटल्स और कोलंबस ब्लू जैकेट्स के लिए खेले।",SUPPORTS,"Todd Rohloff_sentence_0
Todd Rohloff_sentence_1|context:Todd Rohloff_sentence_0:Todd Rohloff_title|Todd Rohloff_sentence_1:Todd Rohloff_title",Entity Disambiguation
12805,"अदीस अबाबा बोले अंतर्राष्ट्रीय हवाई अड्डे पर परिचालन करने वाली इथियोपियाई एयरलाइनों में एबरडएयर, ईस्ट अफ्रीकन एविएशन और इथियोपियाई एयरलाइंस शामिल हैं।",NOT ENOUGH INFO,"Addis Ababa Bole International Airport_cell_0_6_0|context:Addis Ababa Bole International Airport_cell_0_6_0:Addis Ababa Bole International Airport_title
Addis Ababa Bole International Airport_section_4
Addis Ababa Bole International Airport_section_5
Addis Ababa Bole International Airport_header_cell_0_0_0",Other
39929,विला रियल (उत्तरी पुर्तगाल के विला रियल जिले की राजधानी और सबसे बड़ा शहर) नॉर्टे क्षेत्र में है और इसकी स्थापना 1925 में हुई थी।,SUPPORTS,"Vila Real_sentence_3
Vila Real_cell_0_2_1
Vila Real_cell_0_5_1|context:Vila Real_sentence_3:Vila Real_title|Vila Real_cell_0_2_1:Vila Real_title
Vila Real_header_cell_0_2_0
Vila Real_header_cell_0_0_0|Vila Real_cell_0_5_1:Vila Real_title
Vila Real_header_cell_0_5_0
Vila Real_header_cell_0_0_0",Combining Tables and Text
44680,"एक वितरित ब्रैग रिफ्लेक्टर लेजर में एक या दोनों छोर दर्पणों पर विवर्तन झंझरी होती है, जो गुहा में प्रकाश के एक संकीर्ण बैंड को प्रतिबिंबित करती है जो उन्हें अधिक वर्णक्रमीय रूप से स्थिर होने में मदद करती है।",NOT ENOUGH INFO,"Distributed Bragg reflector laser_sentence_5
Distributed feedback laser_sentence_19
Distributed feedback laser_sentence_17
Distributed feedback laser_sentence_16
Distributed feedback laser_sentence_18|context:Distributed Bragg reflector laser_sentence_5:Distributed Bragg reflector laser_title|Distributed feedback laser_sentence_19:Distributed feedback laser_title|Distributed feedback laser_sentence_17:Distributed feedback laser_title|Distributed feedback laser_sentence_16:Distributed feedback laser_title|Distributed feedback laser_sentence_18:Distributed feedback laser_title",Search terms not in claim
62477,कोसोवो टीम ग्रुप बी में 2016 FIBA ​​U18 यूरोपीय चैम्पियनशिप डिवीजन सी के सेमीफाइनल में पहुंचने वाली एकमात्र टीम थी।,REFUTES,"2016 FIBA U18 European Championship Division C_header_cell_2_2_1
2016 FIBA U18 European Championship Division C_cell_2_1_9
2016 FIBA U18 European Championship Division C_header_cell_2_0_1|context:2016 FIBA U18 European Championship Division C_header_cell_2_2_1:2016 FIBA U18 European Championship Division C_title
2016 FIBA U18 European Championship Division C_section_1
2016 FIBA U18 European Championship Division C_section_3|2016 FIBA U18 European Championship Division C_cell_2_1_9:2016 FIBA U18 European Championship Division C_title
2016 FIBA U18 European Championship Division C_section_1
2016 FIBA U18 European Championship Division C_section_3
2016 FIBA U18 European Championship Division C_header_cell_2_1_1
2016 FIBA U18 European Championship Division C_header_cell_2_0_9|2016 FIBA U18 European Championship Division C_header_cell_2_0_1:2016 FIBA U18 European Championship Division C_title
2016 FIBA U18 European Championship Division C_section_1
2016 FIBA U18 European Championship Division C_section_3",Other
37966,"टीम स्काई के गेरेंट थॉमस ने 2011 बायर्न-रुंडफहार्ट 18-टीम प्रतिभागी साइक्लिंग रेस का सामान्य वर्गीकरण जीता, वह प्रतियोगिता जीतने वाले पहले ब्रिटिश थे।",SUPPORTS,"2011 Bayern–Rundfahrt_sentence_3
2011 Bayern–Rundfahrt_sentence_4|context:2011 Bayern–Rundfahrt_sentence_3:2011 Bayern–Rundfahrt_title|2011 Bayern–Rundfahrt_sentence_4:2011 Bayern–Rundfahrt_title
2011 Bayern–Rundfahrt_section_0",Multi-hop Reasoning
44019,"फ्लोरिडा टीवी द्वारा निर्मित एक जर्मन लेट-नाइट कॉमेडी शो, जो वास्तव में बर्लिन में रिकॉर्ड किया गया है, लेट नाइट बर्लिन को इसके प्रीमियर के बाद से क्लास हेफ़र-उमलौफ़ द्वारा होस्ट किया गया है। 12 मार्च 2018 को",REFUTES,"Late Night Berlin_sentence_10|context:Late Night Berlin_sentence_10:Late Night Berlin_title
Late Night Berlin_section_2",Other
53763,"कडैया कोटा की कुल जनसंख्या 2011 में 1,366 दर्ज की गई, जिसमें 719 पुरुष और 647 महिलाएं हैं।",SUPPORTS,"Kadaiya Kota_table_caption_1
Kadaiya Kota_cell_1_1_1
Kadaiya Kota_cell_1_1_0
Kadaiya Kota_cell_1_1_2
Kadaiya Kota_cell_1_1_3|context:Kadaiya Kota_table_caption_1:Kadaiya Kota_title
Kadaiya Kota_section_0|Kadaiya Kota_cell_1_1_1:Kadaiya Kota_title
Kadaiya Kota_section_0
Kadaiya Kota_header_cell_1_0_1|Kadaiya Kota_cell_1_1_0:Kadaiya Kota_title
Kadaiya Kota_section_0
Kadaiya Kota_header_cell_1_0_0|Kadaiya Kota_cell_1_1_2:Kadaiya Kota_title
Kadaiya Kota_section_0
Kadaiya Kota_header_cell_1_0_2|Kadaiya Kota_cell_1_1_3:Kadaiya Kota_title
Kadaiya Kota_section_0
Kadaiya Kota_header_cell_1_0_3",Other
1681,"क्लेयर शॉर्ट महिलाओं के लिए छाया मंत्री, छाया परिवहन सचिव, विदेशी विकास के लिए विपक्षी प्रवक्ता और लेबर की राष्ट्रीय कार्यकारी समिति (यूके लेबर पार्टी की शासी निकाय) की सदस्य थीं।",SUPPORTS,"Clare Short_sentence_29
Clare Short_sentence_30
National Executive Committee of the Labour Party_sentence_0|context:Clare Short_sentence_29:Clare Short_title
Clare Short_section_0
Clare Short_section_2|Clare Short_sentence_30:Clare Short_title
Clare Short_section_0
Clare Short_section_2|National Executive Committee of the Labour Party_sentence_0:National Executive Committee of the Labour Party_title",Multi-hop Reasoning
41738,आपराधिक न्याय की डिग्री हासिल करने के लिए लेकशोर टेक्निकल कॉलेज जाने से पहले ट्रेवर कैस्पर ने कील हाई स्कूल में पढ़ाई की।,SUPPORTS,"Trevor Casper_sentence_3
Trevor Casper_sentence_4|context:Trevor Casper_sentence_3:Trevor Casper_title
Trevor Casper_section_0|Trevor Casper_sentence_4:Trevor Casper_title
Trevor Casper_section_0",Other
